Date,AAPL,AMZN,GOOGL,GS,JPM,META,MS,MSFT,TSLA
2020-02-05,77.55926513671875,101.99349975585938,71.76029968261719,211.83641052246094,116.82872772216797,208.65248107910156,45.809879302978516,170.8116912841797,48.97999954223633
2020-02-06,78.46646118164062,102.5114974975586,73.24507141113281,209.68594360351562,116.84568786621094,209.3873748779297,45.82653045654297,174.35324096679688,49.930667877197266
2020-02-07,77.39989471435547,103.96399688720703,73.40090942382812,206.3736114501953,116.47210693359375,210.8571014404297,45.84318542480469,174.60009765625,49.871334075927734
2020-02-10,77.76750946044922,106.69550323486328,74.86732482910156,205.81866455078125,116.95612335205078,211.58203125,46.10976791381836,179.16708374023438,51.41866683959961
2020-02-11,77.29833221435547,107.54000091552734,74.93679809570312,205.0382080078125,117.1768798828125,205.75274658203125,46.467994689941406,175.12234497070312,51.62533187866211
2020-02-12,79.13399505615234,108.0,75.36209106445312,206.93719482421875,117.1768798828125,209.2979736328125,46.80121994018555,175.37869262695312,51.15266799926758
2020-02-13,78.57044982910156,107.49349975585938,75.10205078125,206.67706298828125,117.0749740600586,211.66148376464844,46.592952728271484,174.42921447753906,53.599998474121094
2020-02-14,78.5898208618164,106.74349975585938,75.3670425415039,205.57583618164062,116.7183837890625,212.69424438476562,46.517974853515625,175.98638916015625,53.33533477783203
2020-02-18,77.1507797241211,107.78350067138672,75.40229034423828,202.22015380859375,115.1729965209961,216.28912353515625,46.25139617919922,177.77139282226562,57.22666549682617
2020-02-19,78.2681655883789,108.51100158691406,75.67174530029297,205.7926483154297,116.74382781982422,215.98129272460938,46.90951919555664,178.30453491210938,61.16133117675781
2020-02-20,77.46520233154297,107.65499877929688,75.28070068359375,201.8038787841797,116.74382781982422,213.09149169921875,44.776885986328125,175.58163452148438,59.96066665649414
2020-02-21,75.7117691040039,104.79850006103516,73.61676788330078,199.97430419921875,115.31732940673828,208.7220001220703,43.66891098022461,170.03099060058594,60.06666564941406
2020-02-24,72.11542510986328,100.4645004272461,70.46061706542969,194.70223999023438,112.21807861328125,199.32763671875,41.38633728027344,162.70005798339844,55.58599853515625
2020-02-25,69.67272186279297,98.63700103759766,68.79619598388672,188.69308471679688,107.20834350585938,195.405029296875,40.01178741455078,160.0151824951172,53.32733154296875
2020-02-26,70.77799987792969,98.97949981689453,69.00214385986328,187.10626220703125,107.53101348876953,195.83206176757812,39.35368347167969,162.01455688476562,51.91999816894531
2020-02-27,66.1513671875,94.21499633789062,65.25445556640625,178.3571014404297,103.05622100830078,188.43374633789062,37.82917785644531,150.59913635253906,45.266666412353516
2020-02-28,66.11266326904297,94.1875,66.46033477783203,175.15530395507812,98.58990478515625,191.1348876953125,37.51260757446289,154.24563598632812,44.53266525268555
2020-03-02,72.26779174804688,97.69750213623047,68.79619598388672,182.74533081054688,103.18357849121094,195.07733154296875,38.720542907714844,164.50897216796875,49.574668884277344
2020-03-03,69.97261810302734,95.44950103759766,66.38441467285156,177.47592163085938,99.3116455078125,184.6005096435547,36.98780059814453,156.62579345703125,49.70066833496094
2020-03-04,73.2182846069336,98.79149627685547,68.56196594238281,182.1084747314453,101.76556396484375,190.42977905273438,37.687564849853516,162.37631225585938,49.96666717529297
2020-03-05,70.84332275390625,96.20149993896484,65.24502563476562,173.4279022216797,96.77281951904297,183.885498046875,35.479957580566406,158.30149841308594,48.30266571044922
2020-03-06,69.90247344970703,95.05449676513672,64.30115509033203,168.24575805664062,91.77156829833984,179.83380126953125,34.85516357421875,153.82672119140625,46.89866638183594
2020-03-09,64.3737564086914,90.03050231933594,60.333641052246094,150.76251220703125,79.34062957763672,168.32418823242188,31.23969078063965,143.40147399902344,40.53333282470703
2020-03-10,69.01005554199219,94.59100341796875,63.280372619628906,160.8302001953125,85.5051498413086,176.9539337158203,32.90580368041992,153.2078399658203,43.02199935913086
2020-03-11,66.6133041381836,91.04299926757812,60.09096908569336,149.95989990234375,81.48040008544922,169.05909729003906,30.714859008789062,146.2672576904297,42.28200149536133
2020-03-12,60.03493118286133,83.83049774169922,55.16071701049805,131.4558563232422,74.7639389038086,153.39846801757812,26.08305549621582,132.39549255371094,37.369998931884766
2020-03-13,67.22760009765625,89.25,60.25820541381836,154.56626892089844,88.23079681396484,169.09881591796875,31.23969078063965,151.21798706054688,36.44133377075195
2020-03-16,58.578975677490234,84.4574966430664,53.24767303466797,134.9281463623047,75.02716827392578,144.9971466064453,26.36629295349121,128.9299774169922,29.67133331298828
2020-03-17,61.154693603515625,90.39199829101562,55.48377990722656,138.426513671875,79.61233520507812,148.38348388671875,28.149045944213867,139.54562377929688,28.68000030517578
2020-03-18,59.65763473510742,91.5,54.150352478027344,122.15592956542969,71.23163604736328,145.94056701660156,25.616540908813477,133.67129516601562,24.08133316040039
2020-03-19,59.200531005859375,94.04650115966797,55.16667938232422,130.417724609375,72.42890167236328,152.06777954101562,25.758161544799805,135.87060546875,28.50933265686035
2020-03-20,55.44215393066406,92.30449676513672,53.009971618652344,120.75133514404297,70.90049743652344,148.69134521484375,24.71683692932129,130.76748657226562,28.50200080871582
2020-03-23,54.26433181762695,95.1415023803711,52.31125259399414,117.75023651123047,67.1050033569336,147.07266235351562,23.16735076904297,129.46310424804688,28.952667236328125
2020-03-24,59.708431243896484,97.00499725341797,56.07679748535156,134.00335693359375,75.08660888671875,159.86328125,27.674198150634766,141.23077392578125,33.66666793823242
2020-03-25,59.37950134277344,94.29199981689453,54.667938232421875,135.33816528320312,77.88865661621094,155.12640380859375,28.315650939941406,139.8788299560547,35.95000076293945
2020-03-26,62.50423812866211,97.77449798583984,57.7099609375,144.63815307617188,83.31446075439453,162.2069549560547,29.74851417541504,148.62840270996094,35.21066665649414
2020-03-27,59.916412353515625,95.00499725341797,55.09670639038086,138.13861083984375,77.37920379638672,155.70233154296875,28.332311630249023,142.52557373046875,34.29066848754883
2020-03-30,61.62630844116211,98.19750213623047,56.88568878173828,139.25531005859375,79.39158630371094,164.798828125,29.023752212524414,152.55091857910156,33.47533416748047
2020-03-31,61.50054931640625,97.48600006103516,57.66182327270508,134.86703491210938,76.4451675415039,165.64292907714844,28.323984146118164,150.1516876220703,34.93333435058594
2020-04-01,58.26456832885742,95.38500213623047,54.6917610168457,126.7535629272461,71.6307601928711,158.4928741455078,26.34130859375,144.82008361816406,32.104000091552734
2020-04-02,59.23680114746094,95.94149780273438,55.43267059326172,130.8015594482422,74.3054428100586,157.0926513671875,28.24067497253418,147.8191375732422,30.29800033569336
2020-04-03,58.38549041748047,95.32949829101562,54.22528839111328,128.18431091308594,72.10912322998047,153.11045837402344,28.19902992248535,146.45767211914062,32.000667572021484
2020-04-06,63.47889709472656,99.87950134277344,58.71586227416992,138.04263305664062,76.75054168701172,164.40159606933594,30.831491470336914,157.34942626953125,34.41600036621094
2020-04-07,62.7436637878418,100.58000183105469,58.684593200683594,144.83877563476562,77.76287078857422,167.6588592529297,30.773174285888672,155.65472412109375,36.36333465576172
2020-04-08,64.34955596923828,102.1500015258789,59.897430419921875,154.38302612304688,80.90292358398438,173.07106018066406,32.79750442504883,157.2161102294922,36.589332580566406
2020-04-09,64.81390380859375,102.13800048828125,59.8760871887207,160.75169372558594,88.16102600097656,173.97471618652344,34.22203826904297,157.22567749023438,38.20000076293945
2020-04-13,66.08606719970703,108.44349670410156,60.06665802001953,156.31982421875,84.24028015136719,173.57749938964844,32.97245407104492,157.577880859375,43.39666748046875
2020-04-14,69.4236068725586,114.16600036621094,62.7870979309082,155.49102783203125,81.93242645263672,176.93408203125,33.2056999206543,165.3753662109375,47.32600021362305
2020-04-15,68.78995513916016,115.38400268554688,62.39356994628906,155.74398803710938,77.8915786743164,175.74240112304688,31.989437103271484,163.64260864257812,48.65533447265625
2020-04-16,69.33655548095703,120.40950012207031,62.40001678466797,154.45281982421875,74.92315673828125,175.02740478515625,31.95612144470215,168.5552978515625,49.680667877197266
2020-04-17,68.395751953125,118.75,63.470436096191406,160.07994079589844,81.65788269042969,177.99664306640625,32.56424331665039,170.0405731201172,50.259334564208984
2020-04-20,66.97608947753906,119.68049621582031,62.584632873535156,157.38417053222656,78.68087768554688,177.0035858154297,31.95612144470215,166.67022705078125,49.75733184814453
2020-04-21,64.90583801269531,116.40599822998047,60.153499603271484,151.63491821289062,76.3987808227539,169.61517333984375,30.781503677368164,159.77716064453125,45.781333923339844
2020-04-22,66.77534484863281,118.17449951171875,62.44865798950195,153.52804565429688,76.64756774902344,181.0155487060547,31.49794578552246,165.20399475097656,48.807334899902344
2020-04-23,66.51656341552734,119.97250366210938,63.081871032714844,152.7167205810547,76.69046783447266,183.84579467773438,31.21469497680664,163.20462036132812,47.04199981689453
2020-04-24,68.43685150146484,120.51100158691406,63.351341247558594,154.41795349121094,77.82295227050781,188.7515411376953,31.631227493286133,166.18466186523438,48.34333419799805
2020-04-27,68.48523712158203,118.80000305175781,63.066490173339844,160.12353515625,81.17745208740234,186.1993408203125,32.74752426147461,165.70863342285156,53.25
2020-04-28,67.3751449584961,115.7040023803711,61.16733932495117,163.15084838867188,81.75226593017578,181.6411895751953,33.43062973022461,161.67178344726562,51.27466583251953
2020-04-29,69.58808135986328,118.635498046875,66.60574340820312,165.78555297851562,83.9571533203125,192.84292602539062,34.27942657470703,168.9265899658203,53.367332458496094
2020-04-30,71.05611419677734,123.69999694824219,66.83004760742188,160.01885986328125,82.15550231933594,203.2899627685547,33.13649368286133,170.62132263183594,52.12533187866211
2020-05-01,69.91217041015625,114.302001953125,65.37206268310547,154.50521850585938,80.0020980834961,200.8668670654297,32.27088928222656,166.2036895751953,46.75466537475586
2020-05-04,70.90132904052734,115.79949951171875,65.64897155761719,153.57168579101562,79.04977416992188,203.83615112304688,32.010379791259766,170.26902770996094,50.74599838256836
2020-05-05,71.9654769897461,115.88999938964844,66.94517517089844,155.55209350585938,78.92967224121094,205.6335906982422,31.917922973632812,172.09701538085938,51.2140007019043
2020-05-06,72.70796203613281,117.56300354003906,66.76702117919922,154.34811401367188,77.44544219970703,207.0238800048828,31.346466064453125,173.7917022705078,52.172000885009766
2020-05-07,73.46012115478516,118.38050079345703,67.95057678222656,159.05918884277344,78.25191497802734,209.7945098876953,32.61545944213867,174.80091857910156,52.00266647338867
2020-05-08,75.20861053466797,118.98049926757812,68.69795227050781,161.7375030517578,79.53023529052734,210.87696838378906,33.68274688720703,175.82916259765625,54.62799835205078
2020-05-11,76.39205169677734,120.44999694824219,69.6532211303711,159.79200744628906,77.18807983398438,211.701171875,33.4726448059082,177.79043579101562,54.08599853515625
2020-05-12,75.51900482177734,117.84750366210938,68.24337005615234,154.6011199951172,74.6657485961914,208.642578125,32.28770446777344,173.7631378173828,53.96066665649414
2020-05-13,74.607177734375,118.39600372314453,66.91094207763672,149.8813934326172,72.09194946289062,203.67726135253906,31.085952758789062,171.1354217529297,52.73066711425781
2020-05-14,75.06553649902344,119.44249725341797,67.33424377441406,152.1932830810547,75.08612060546875,205.37538146972656,31.775060653686523,171.8780517578125,53.55533218383789
2020-05-15,74.62173461914062,120.48899841308594,68.13816833496094,149.94247436523438,73.6963119506836,209.4171600341797,31.33806610107422,174.3820037841797,53.27799987792969
2020-05-18,76.37991333007812,121.31300354003906,68.7396240234375,158.6753387451172,77.59988403320312,211.71115112304688,33.850826263427734,176.0481414794922,54.242000579833984
2020-05-19,75.93856811523438,122.46649932861328,68.20465850830078,155.1420440673828,76.0727767944336,215.37554931640625,33.05245590209961,174.82949829101562,53.867332458496094
2020-05-20,77.41542053222656,124.89700317382812,69.92963409423828,158.29148864746094,78.3548583984375,228.37472534179688,34.506324768066406,177.25450134277344,54.37066650390625
2020-05-21,76.83824920654297,122.33699798583984,69.8100357055664,157.1224365234375,77.35966491699219,229.78489685058594,33.86762619018555,175.1254425048828,55.17333221435547
2020-05-22,77.33297729492188,121.84400177001953,70.1321029663086,156.97412109375,76.75912475585938,233.2804718017578,33.724754333496094,175.20179748535156,54.45866775512695
2020-05-26,76.80916595458984,121.09300231933594,70.53555297851562,171.04620361328125,82.20696258544922,230.5892333984375,36.716556549072266,173.34967041015625,54.591331481933594
2020-05-27,77.143798828125,120.51950073242188,70.48146057128906,182.91111755371094,86.9684829711914,227.55047607421875,39.38058090209961,173.57876586914062,54.68199920654297
2020-05-28,77.17777252197266,120.05500030517578,70.3802261352539,175.54786682128906,85.67300415039062,223.89601135253906,37.313232421875,173.18731689453125,53.72066879272461
2020-05-29,77.10259246826172,122.11849975585938,71.13850402832031,172.49290466308594,83.48528289794922,223.52859497070312,37.1451530456543,174.95362854003906,55.66666793823242
2020-06-01,78.05076599121094,123.552001953125,71.20548248291016,175.5127716064453,84.59203338623047,230.30128479003906,37.56534194946289,174.55258178710938,59.87333297729492
2020-06-02,78.41211700439453,123.62049865722656,71.57469940185547,179.2086181640625,84.8751449584961,231.1056671142578,38.30488967895508,176.53843688964844,58.770668029785156
2020-06-03,78.84378814697266,123.91999816894531,71.4228515625,184.8533477783203,89.45647430419922,228.5634002685547,39.42259216308594,176.9680633544922,58.86399841308594
2020-06-04,78.1647720336914,123.02999877929688,70.18470764160156,188.58428955078125,91.31820678710938,224.72024536132812,40.91848373413086,174.6385498046875,57.62533187866211
2020-06-05,80.3909683227539,124.1500015258789,71.4610595703125,191.30564880371094,95.42768096923828,229.169189453125,41.624420166015625,178.72476196289062,59.04399871826172
2020-06-08,80.86627960205078,126.2030029296875,71.85906219482422,193.84275817871094,97.33229064941406,229.79478454589844,42.14544677734375,179.83224487304688,63.327999114990234
2020-06-09,83.41987609863281,130.04299926757812,72.05953979492188,191.46371459960938,94.83570098876953,237.01438903808594,42.35555648803711,181.20706176757812,62.711334228515625
2020-06-10,85.5660400390625,132.37249755859375,72.6858139038086,187.44300842285156,90.99217987060547,235.0878448486328,40.91848373413086,187.9283447265625,68.336669921875
2020-06-11,81.4579849243164,127.89800262451172,69.5693588256836,170.421142578125,83.39948272705078,222.8731689453125,37.456092834472656,177.83688354492188,64.85600280761719
2020-06-12,82.1612548828125,127.2509994506836,70.11622619628906,177.1368408203125,85.68160247802734,226.99436950683594,38.893157958984375,179.2403106689453,62.35200119018555
2020-06-15,83.17738342285156,128.63400268554688,70.50428771972656,181.11358642578125,86.86552429199219,230.88717651367188,39.83438491821289,180.38600158691406,66.05999755859375
2020-06-16,85.38175964355469,130.7635040283203,71.7811508178711,183.99302673339844,87.56045532226562,234.01531982421875,40.80923843383789,184.80636596679688,65.47533416748047
2020-06-17,85.26292419433594,132.0489959716797,72.08236694335938,181.00828552246094,85.34699249267578,233.8961639404297,40.13692855834961,185.44602966308594,66.11933135986328
2020-06-18,85.29688262939453,132.69900512695312,71.16827392578125,178.94528198242188,84.88369750976562,234.30332946777344,39.985652923583984,187.43186950683594,66.9306640625
2020-06-19,84.8094482421875,133.75050354003906,70.69783782958984,177.00518798828125,83.91426086425781,237.13352966308594,39.43941116333008,186.3148651123047,66.72666931152344
2020-06-22,87.02840423583984,135.6909942626953,71.98906707763672,178.57655334472656,83.0048599243164,237.56056213378906,39.81758499145508,191.48948669433594,66.28800201416016
2020-06-23,88.88597869873047,138.2205047607422,72.65007019042969,179.77047729492188,84.01719665527344,240.55963134765625,40.24616622924805,192.768798828125,66.78533172607422
2020-06-24,87.31694030761719,136.72000122070312,71.09780883789062,173.83604431152344,81.2117691040039,232.39662170410156,39.456207275390625,188.88304138183594,64.0566635131836
2020-06-25,88.47613525390625,137.72900390625,71.51466369628906,181.80712890625,84.0429458618164,234.0451202392578,41.00251770019531,191.2698974609375,65.73200225830078
2020-06-26,85.75765228271484,134.64349365234375,67.6161117553711,166.08444213867188,79.43586730957031,214.58106994628906,39.540252685546875,187.44140625,63.982666015625
2020-06-29,87.73406982421875,134.0189971923828,69.33463287353516,169.84173583984375,79.78759765625,219.1094512939453,39.699920654296875,189.45587158203125,67.29000091552734
2020-06-30,88.46644592285156,137.9409942626953,70.37078857421875,173.48487854003906,80.69700622558594,225.49485778808594,40.59072494506836,194.29635620117188,71.98733520507812
2020-07-01,88.29910278320312,143.93499755859375,71.55931091308594,173.4409942626953,80.01065826416016,235.9021759033203,40.010868072509766,195.43247985839844,74.64199829101562
2020-07-02,88.29910278320312,144.51499938964844,72.94535064697266,173.291748046875,80.27056121826172,231.80078125,40.16213607788086,196.92184448242188,80.57733154296875
2020-07-06,90.6611099243164,152.8520050048828,74.42020416259766,182.03536987304688,82.29769134521484,238.6132049560547,41.02773666381836,201.16082763671875,91.43866729736328
2020-07-07,90.37981414794922,150.00599670410156,73.93734741210938,175.01239013671875,79.97600555419922,239.18919372558594,39.91001892089844,198.82177734375,92.65733337402344
2020-07-08,92.48478698730469,154.0554962158203,74.61621856689453,177.54945373535156,80.82499694824219,241.8903350830078,41.10336685180664,203.1943817138672,91.05867004394531
2020-07-09,92.88250732421875,159.13150024414062,75.36357116699219,172.79136657714844,79.0750503540039,242.80393981933594,39.92683410644531,204.616943359375,92.9520034790039
2020-07-10,93.04499053955078,160.0,76.37345123291016,180.45521545410156,83.39785766601562,243.36997985839844,41.851318359375,203.99636840820312,102.97666931152344
2020-07-13,92.61573791503906,155.1999969482422,75.04450225830078,183.3697052001953,84.5933609008789,237.3420867919922,42.20428466796875,197.69517517089844,99.80400085449219
2020-07-14,94.14838409423828,154.1999969482422,75.47274017333984,187.8732147216797,85.07848358154297,238.06703186035156,42.4395866394043,198.91722106933594,101.12000274658203
2020-07-15,94.79586029052734,150.44349670410156,75.2752456665039,190.41026306152344,86.39524841308594,238.6132049560547,43.15391159057617,198.62123107910156,103.06732940673828
2020-07-16,93.62940979003906,149.9949951171875,75.17798614501953,188.45262145996094,86.63780975341797,239.25869750976562,44.23801803588867,194.6877899169922,100.04266357421875
2020-07-17,93.44025421142578,148.09849548339844,75.27375030517578,185.59075927734375,85.03516387939453,240.35105895996094,44.04473114013672,193.69488525390625,100.05599975585938
2020-07-20,95.40939331054688,159.8419952392578,77.60564422607422,185.85411071777344,84.2901611328125,243.71754455566406,43.582515716552734,202.02012634277344,109.53333282470703
2020-07-21,94.09259033203125,156.9145050048828,77.21260070800781,186.12628173828125,86.1180191040039,240.07302856445312,44.0195198059082,199.29913330078125,104.55733489990234
2020-07-22,94.35694885253906,154.99549865722656,77.65574645996094,180.8414764404297,85.49430084228516,238.20606994628906,42.85978317260742,202.16329956054688,106.15533447265625
2020-07-23,90.06214141845703,149.32749938964844,75.268798828125,178.2254180908203,85.74551391601562,230.98646545410156,42.49001693725586,193.37025451660156,100.87133026123047
2020-07-24,89.83902740478516,150.44549560546875,74.8449935913086,176.86468505859375,85.13911437988281,229.10960388183594,42.17066955566406,192.18643188476562,94.46666717529297
2020-07-27,91.96824645996094,152.760498046875,75.89804077148438,178.2254180908203,83.94364929199219,231.8802490234375,43.12870407104492,194.6209716796875,102.63999938964844
2020-07-28,90.45741271972656,150.01649475097656,74.61870574951172,176.99639892578125,84.3074722290039,228.523681640625,42.23788833618164,192.8738250732422,98.43267059326172
2020-07-29,92.19133758544922,151.67649841308594,75.60425567626953,177.8391571044922,86.35192108154297,231.67169189453125,42.515228271484375,194.82147216796875,99.94066619873047
2020-07-30,93.30685424804688,152.593994140625,76.3416748046875,175.16165161132812,84.04757690429688,232.873291015625,41.4235725402832,194.668701171875,99.16600036621094
2020-07-31,103.07505798339844,158.23399353027344,73.83959197998047,173.7834014892578,83.71839904785156,251.91033935546875,41.364341735839844,195.7284393310547,95.38400268554688
2020-08-03,105.67227935791016,155.59449768066406,73.58203887939453,175.0387420654297,83.2505874633789,250.2122039794922,41.85515213012695,206.73641967773438,99.0
2020-08-04,106.37799835205078,156.94149780273438,73.1125717163086,177.013916015625,82.77412414550781,248.09695434570312,41.685909271240234,203.6336212158203,99.13333129882812
2020-08-05,106.76355743408203,160.25149536132812,73.39990997314453,179.54222106933594,84.21216583251953,247.3918914794922,42.117488861083984,203.29940795898438,99.00133514404297
2020-08-06,110.48847198486328,161.25,74.6832046508789,179.30520629882812,84.2381820678711,263.4398193359375,41.84669494628906,206.55502319335938,99.30533599853516
2020-08-07,107.97642517089844,158.3730010986328,74.356689453125,182.83424377441406,86.09205627441406,266.577880859375,42.60830307006836,202.86024475097656,96.84733581542969
2020-08-10,109.54585266113281,157.4080047607422,74.27976989746094,183.80865478515625,87.18355560302734,261.1756286621094,42.80294418334961,198.82177734375,94.57133483886719
2020-08-11,106.28797912597656,154.0334930419922,73.47186279296875,185.28346252441406,89.9383544921875,254.353271484375,43.81843185424805,194.1722869873047,91.6259994506836
2020-08-12,109.82039642333984,158.11199951171875,74.7968521118164,186.2228240966797,89.17603302001953,258.08721923828125,44.3261833190918,199.7191925048828,103.65066528320312
2020-08-13,111.76393127441406,158.05099487304688,75.26383209228516,182.9395751953125,88.68224334716797,259.48736572265625,44.15692901611328,199.25135803222656,108.06666564941406
2020-08-14,111.66432189941406,157.4010009765625,74.6673355102539,182.5708770751953,88.71688842773438,259.42779541015625,44.25847244262695,199.4423370361328,110.04733276367188
2020-08-17,111.37278747558594,159.12049865722656,75.24348449707031,178.2693328857422,86.3779067993164,259.3483581542969,43.39531326293945,200.75985717773438,122.3759994506836
2020-08-18,112.30083465576172,165.62449645996094,77.20565032958984,176.7242431640625,85.17377471923828,260.5201721191406,43.09067153930664,201.9150848388672,125.80599975585938
2020-08-19,112.44173431396484,163.0240020751953,76.6513442993164,178.2254180908203,85.3730239868164,260.7684631347656,43.47147750854492,200.69007873535156,125.23533630371094
2020-08-20,114.93678283691406,164.86849975585938,78.22148132324219,177.19830322265625,84.35076904296875,267.1439208984375,42.98911666870117,205.36041259765625,133.45533752441406
2020-08-21,120.85974884033203,164.23599243164062,78.18773651123047,177.70745849609375,84.3074722290039,265.1578674316406,43.24298858642578,203.86741638183594,136.6653289794922
2020-08-24,122.30525970458984,165.3730010986328,78.66314697265625,182.01780700683594,86.68111419677734,269.5074157714844,44.31771469116211,204.50865173339844,134.27999877929688
2020-08-25,121.30188751220703,167.32449340820312,79.69037628173828,180.8414764404297,87.06228637695312,278.87200927734375,44.046913146972656,207.169189453125,134.8893280029297
2020-08-26,122.95148468017578,172.09249877929688,81.59003448486328,181.9124298095703,85.84081268310547,301.8017883300781,43.75920104980469,211.64810180664062,143.54466247558594
2020-08-27,121.48169708251953,170.0,80.81539154052734,184.48463439941406,88.6649169921875,291.1859436035156,44.520816802978516,216.8448028564453,149.25
2020-08-28,121.28489685058594,170.08999633789062,81.35679626464844,182.3426513671875,89.02876281738281,291.6229553222656,44.75776672363281,219.07473754882812,147.55999755859375
2020-08-31,125.39793395996094,172.54800415039062,80.86550903320312,180.93832397460938,86.79373931884766,291.1661071777344,44.22462844848633,215.8399658203125,166.10667419433594
2020-09-01,130.3928680419922,174.95599365234375,82.1334228515625,181.45944213867188,86.75041198730469,293.3905944824219,44.49543380737305,217.50515747070312,158.35000610351562
2020-09-02,127.69134521484375,176.57249450683594,85.22554779052734,185.50440979003906,88.05850982666016,300.401611328125,45.062408447265625,221.69692993164062,149.1233367919922
2020-09-03,117.46825408935547,168.39999389648438,80.86450958251953,183.31411743164062,87.78129577636719,289.1005859375,44.6392936706543,207.9635467529297,135.6666717529297
2020-09-04,117.54600524902344,164.7310028076172,78.46763610839844,186.29928588867188,89.67847442626953,280.76873779296875,44.60544204711914,205.04457092285156,139.44000244140625
2020-09-08,109.63572692871094,157.49200439453125,75.60871124267578,178.82752990722656,86.55982208251953,269.2790222167969,42.455989837646484,193.95254516601562,110.06999969482422
2020-09-09,114.00872802734375,163.4304962158203,76.78136444091797,178.59788513183594,87.38279724121094,271.8211975097656,43.20914077758789,202.2117462158203,122.09333038330078
2020-09-10,110.28681945800781,158.7554931640625,75.73030090332031,176.64605712890625,86.48187255859375,266.23028564453125,42.55753707885742,196.5460968017578,123.77999877929688
2020-09-11,108.83889770507812,155.81100463867188,75.21965789794922,177.44979858398438,87.55606842041016,264.7605285644531,42.60830307006836,195.263671875,124.23999786376953
2020-09-14,112.10404205322266,155.14849853515625,74.8757553100586,177.82069396972656,88.76886749267578,264.3037109375,43.28530502319336,196.58441162109375,139.8733367919922
